Treated,Synthetic,Sample Mean
k98,8.743,8.629,8.209
k_p98,-3.681,-3.951,-4.707
GVA_Agr,0.043,0.07,0.124
GVA_Ind,0.38,0.362,0.268
GVA_Trade,0.183,0.195,0.22
GVA_Constr,0.081,0.079,0.068
GVA_FBS,0.153,0.137,0.154
h98_Trade,2.115,1.517,1.044
dwellings2000,11.448,11.571,11.827
urban,0.324,0.401,0.431
modern,0.083,0.087,0.088
av_age_ln,3.641,3.638,3.568
special.lnGDPpc_change.2005,0.034,0.032,0.035
special.lnGDPpc_change.2006,0.031,0.035,0.064
